id,length,comment,sentiment
10669,77,දැන් ඉන්න දෙශපාලූවන්ට ගැලපෙන නියම කියමන මූං කියන ඒවත් රෙද්ද පහලින් ගලා බහිනවා,negative
10671,56,මේ පාහරයාට දඬුවම් කළ යුතු හමුදා නීතිය යොදවලයි. නොදොකින්.,negative
10673,40,අයියෝ මෙච්චරටම මානසිකයි කියලා අදයි දන්නෙ,negative
10675,35,පොර 5 වසර අසමත් ඒකෙ තරහ තියෙන්නෙ ඔය,negative
10678,42,මේ කෙල්ල ලස්සනට කථා කියන්න දන්නවා. ජය වේවා,positive
1068,14,පොඩි බබෙක් වගේ,neutral
10684,105,ඉස්ලාම් සිංහල සහ අනෙකුත් ජාතීන්වලට අයත් ත්රස්තයින් සහ කුහක නුගත් ජාතිවාදීන් නිසා අහිංසකයින් දුක් විඳිනවා.,negative
10686,69,ඕස්ට්රේලියානු ක්රිකට් කණ්ඩායමේ ඉන්නේ සුද්දෝනේ. මෙහෙම එක්කෙනෙක් නැහැනේ,neutral
10687,49,කෝ බං අර හැම රෙද්දටම මහ ජාතියට කෝචොක් දාන පජාත එක,negative
10688,80,තේරෙන්නේ නැද්ද උඩින්ම සිංහල කියල මහා ජාතියත් මේ කොහෙද යන පඩන්ගුවකට ගාවල තියෙනවා.,negative
10700,98,ලංකාවට ඇවිත් චන්දේ ඉල්ලපං පුතේ. කඩප්පුලි වැඩ කරන උන් ඔක්කොම පාර්ලිමේන්තු යවන චන්ද දායකයෝ ඉන්න රටක්,negative
10701,24,ආසියානු ජාත්යන්තර පාසලේ.,neutral
10703,35,මෙයා ලංකාවේ ප්රසිද්දම එකක වැඩ කරනවා,positive
10704,18,ඒවුණාට ඕක ෂුවර් නෑ,negative
1071,48,පොලිස්පති මොකක්ද කියපු සින්දුව අමරබන්දු රූපසින්හ,neutral
10712,48,අපේ රටේ රැප් කරනව කියල කරනවුන්ගෙ කටේ කබර දාන්නෙ.,negative
10716,54,ස්ථාවර ගිණුමක් බැංකු පොෙතනදෙ දැක්කෙ නැතිනම් සහතිකයෙන්ද,neutral
10718,17,තණ්හාය ජායතී සෝකෝ,negative
10723,34,අරුන් දෙන්නා බැඳලා ඉවරවෙන්නැද්ද බං,neutral
1073,41,ඊළඟ රූප රාමුව පූජිත ගහනවා දුවන්නට හිටන්ටා,negative
10736,34,හොඳට හිටපු පුතෙක් ඇද වැටිච්ච තැනක්,negative
1074,75,එතකොට රනිල් නිකං හිටියෙ ඇයි සජිත් නිකං හිටියෙ ඇයි ඇයි බඩුර්ඩීන් නිකං හිටියෙ,neutral
10747,76,රටම කැලබිලා අහින්සකයින් අත්තඩන්ගුවට. සජිත් හිටිය නම් ඕම වෙන් නෑ.අපේ පන සජිට්,positive
10748,78,නාටක වලට රැවටුන හද්ද වහල් බයියෙකුගේ චුන් කොමෙන්ට් එකක් හු.වක් දෙන්න මිත්රවරුනි,negative
10749,44,ඕකේන් වෙඩි තිබ්බොත් මැරෙන්නේ පිට ගැස්ම හැදිල,negative
10754,64,නන්දෙගෙ ගෝලයොත් වැඩබැරි නන්දෙ වගේමයි. දාලා යන්නෙ නෑ මට බෑ කියලා.,negative
10755,70,කුලපතිකම අතාරින් නෑ සියලුදේ අත්හැර අපිට නිවන් යන්ඩ කියල දෙන උත්තමයෙක්.,positive
10756,56,ඕක මොකක්ද.වෙලා තියෙන දේවල හැටියට සිවුර අතෑරල යන්න එපායැ.,negative
10758,70,අපේ මිනිහ වගේම තමයි උට කොච්චර වැඩ බැරි උනත් මාව දාල යන්නෙ නෑ. තුක් 039,negative
10759,62,මචං මට නං මතක් වෙන්නෙම අපේ රනිල් සර්ව මට වඩා උබට මතක් වෙනව ඇති,neutral
1076,21,හිනා කාලා මැරෙනවා ඕයි,positive
10760,72,කොහොමද මුලින්ම කිව්වෙ මම කැමති නැහැ කියලා. දැන් කියනව අතාරින්නෙ නැහැ ලු.,negative
10761,80,එපා එපා අතාරින්න එපා. ඔයා සසුන්ගත වුනේ අතාරින්න නෙවයෙි නෙ. හයියෙන් අල්ලගෙන ඉන්න.,neutral
10764,87,අපේ හාමුදුරුවනේ තව ටිකක් පෑහෑදිලි කරන්නකෝ සින්හයා ගෙදරට ආවද නෑත්නම් මෑනියන් කෑලේට ගියාද,neutral
10765,57,රාජපක්ෂලාව නිකං ගෑවුණත් ලැජ්ජයි කියන ඒක නැත්තටම නැතිවෙනවා,negative
10766,79,අතහැරීම ගැන කියන්න ඉස්සල්ලා මම බෞද්ධ නෙමෙයි කියපන් සිවුර විකුනන් හම්බකරන වසලයො.,negative
1077,15,මටත් එහෙමයි ඕයි,neutral
10771,53,අතහැරීම කියන්නෙ මහ පච වෙච්ච ගුණාංගයක් ස්වාමීන් වහන්ස.,negative
10774,93,ඔබ වහන්සේ අල්ලගෙන ඉන්න.අපි ඔබ වහන්සේව අත් හැරියා.අපි බුදුමග යන්නම්.ඔබ වහන්සේ රාජපක්ශ මග යන්න.,neutral
10777,68,රජයට රෙදි සෝදන චවරධාරින්ට ඉතා හොඳ පාඩමක්. තරුණ ප්රජාවට මාගේ ප්රණාමය.,positive
10779,59,කොහොමටත් ඔයා නිවන් යන්නෙ නැහැ දැනටමත් පත්තු කරගෙන තියෙන්නෙ.,negative
1078,106,ගමෙ කාන්තාවෝ ඔපඩුප කියනවා වගෙයි. පව් මෙ රටෙ මිනිස්සු සහ ප්රහරයට ලක්වුනු අය. මෙවගෙ අයද රට කලෙ කියල හිතෙනකොට,negative
10785,17,නවනිංගිරාවට පත්වූ,negative
10792,32,ඔබ වීරයෙක් මට නම්.මගෙ තාත්තා වගේ,positive
10793,13,මිහින් ලංකා 2,neutral
10794,33,රටේ ඒකපුද්ගල ණය ප්රමාණය උඩු ගුවනට,negative
10795,42,මේක ඩොමෙස්ටික් එකක්.උබේ නම ගැලපෙනවා හරියටම,neutral
1080,31,තොපි දෙන්නම කියන්නේ අමූලික බොරු,negative
10801,22,අවුලක් නෑ රට බේරගත්තනේ,positive
10807,49,කාලකන්නි ජෙප්පො මෙකෙ වැහි වැහැලා. මුන්ට හෙන ගහපන්,negative
10808,85,උඹ හිතන් ඉන්නේ කුඩු පක්ෂයේ මගඩි ගැන කතා කරන හැමෝම ජෙප්පෝ කියලද උඹ ගැන හරිම දුකයි බන්.,negative
10811,52,බොරු වැඩ.මුලු රටම කැලබිලා සජිත් හිටියනම් මේම වෙන් නෑ,negative
